Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2014,Incremento20132014,Floresta2014,Nuvem2014,NaoObservado2014,NaoFloresta2014,Hidrografia2014,Soma 
 38,-7.25158,-72.74345,S 7 15 5.69,O 72 44 36.42,Guajará,1301654,AM,7984,484.8,1.8,7278.9,6.2,0.0,206.9,7.2,100
 39,-2.54594,-66.91330,S 2 32 45.38,O 66 54 47.88,Fonte Boa,1301605,AM,12392,102.7,1.7,6504.4,4816.2,2.1,154.1,812.5,100
 40,-7.61678,-70.19515,S 7 37 0.41,O 70 11 42.54,Envira,1301506,AM,7793,290.6,17.6,7412.8,21.5,5.2,0.1,62.8,100
 41,-7.04074,-70.12601,S 7 2 26.66,O 70 7 33.64,Eirunepé,1301407,AM,15608,381.3,3.3,14866.8,0.8,5.3,172.1,181.7,99
 42,-3.12907,-63.20401,S 3 7 44.65,O 63 12 14.44,Codajás,1301308,AM,18944,266.8,3.0,16414.0,93.0,0.2,729.2,1440.8,99
 43,-4.03545,-63.53466,S 4 2 7.62,O 63 32 4.78,Coari,1301209,AM,58828,779.3,3.4,50445.9,4016.5,1.4,823.1,2761.8,99
 44,-3.30477,-59.55597,S 3 18 17.17,O 59 33 21.49,Careiro da Várzea,1301159,AM,2641,538.0,3.7,683.7,83.3,0.2,707.8,628.0,100
 45,-3.74900,-60.14701,S 3 44 56.40,O 60 8 49.24,Careiro,1301100,AM,6127,1120.4,0.5,3449.8,1159.0,0.2,80.7,316.9,100
 46,-5.17242,-67.49476,S 5 10 20.71,O 67 29 41.14,Carauari,1301001,AM,26469,294.7,1.1,25649.9,104.7,7.1,12.7,399.9,100
 47,-7.45596,-63.90278,S 7 27 21.46,O 63 54 10.01,Canutama,1300904,AM,30278,1038.5,16.2,27833.2,115.8,5.4,988.3,296.8,100
 48,-3.05460,-61.93934,S 3 3 16.56,O 61 56 21.62,Caapiranga,1300839,AM,9550,242.9,1.3,8592.4,105.1,0.1,181.9,427.6,99
 49,-5.33176,-59.23777,S 5 19 54.34,O 59 14 15.97,Borba,1300805,AM,44452,542.5,2.4,35924.9,5546.3,13.1,586.5,1838.7,100
 50,-8.81858,-68.00168,S 8 49 6.89,O 68 0 6.05,Boca do Acre,1300706,AM,22595,2272.6,66.2,19645.1,493.4,1.5,58.4,124.0,100
 51,-3.15669,-57.90464,S 3 9 24.08,O 57 54 16.70,Boa Vista do Ramos,1300680,AM,2588,207.7,1.8,934.3,187.5,0.0,852.8,405.7,100
 52,-4.54242,-61.73805,S 4 32 32.71,O 61 44 16.98,Beruri,1300631,AM,17411,218.0,2.5,12911.7,2820.2,2.2,886.1,572.8,100
 53,-5.49767,-70.32124,S 5 29 51.61,O 70 19 16.46,Benjamin Constant,1300607,AM,9146,190.7,0.5,6475.9,2258.9,15.7,0.0,204.8,100
 54,-3.13292,-57.23915,S 3 7 58.51,O 57 14 20.94,Barreirinha,1300508,AM,5760,795.5,6.2,2750.7,849.0,0.1,408.6,956.1,100
 55,-0.14071,-63.18572,S 0 8 26.56,O 63 11 8.59,Barcelos,1300409,AM,124163,206.6,1.9,95768.2,6582.9,45.3,17060.1,4499.9,100
 56,-3.83163,-59.45109,S 3 49 53.87,O 59 27 3.92,Autazes,1300300,AM,7636,1280.8,14.5,3943.2,931.7,0.1,464.3,1015.9,99
 57,-5.67098,-71.72825,S 5 40 15.53,O 71 43 41.70,Atalaia do Norte,1300201,AM,80005,242.4,0.7,58186.2,20875.1,288.9,16.5,395.9,99
 58,-7.59202,-59.44152,S 7 35 31.27,O 59 26 29.47,Apuí,1300144,AM,54490,2021.1,80.1,51566.7,57.8,15.2,625.0,204.2,100
 59,-4.15477,-62.08065,S 4 9 17.17,O 62 4 50.34,Anori,1300102,AM,5852,82.2,0.7,4547.8,146.4,0.3,640.6,434.7,100
 60,-3.47332,-61.67090,S 3 28 23.95,O 61 40 15.24,Anamã,1300086,AM,2473,199.8,0.6,1998.4,21.2,0.0,34.6,219.0,100
 61,-3.42104,-68.34925,S 3 25 15.74,O 68 20 57.30,Amaturá,1300060,AM,4903,115.2,0.5,3646.5,705.3,0.0,222.4,213.6,100
 62,-3.67425,-65.34586,S 3 40 27.30,O 65 20 45.10,Alvarães,1300029,AM,6027,329.5,6.2,5443.4,88.5,0.0,38.0,127.6,100
