Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2017,Incremento20162017,Floresta2017,Nuvem2017,NaoObservado2017,NaoFloresta2017,Hidrografia2017,Soma 
 16,-7.76452,-68.19675,S 7 45 52.27,O 68 11 48.30,Pauini,1303502,AM,42877,276.1,14.2,42157.3,158.1,0.0,23.7,261.8,100
 17,-2.78735,-56.68566,S 2 47 14.46,O 56 41 8.38,Parintins,1303403,AM,5958,983.7,2.0,1402.3,157.6,0.0,1133.2,2281.2,100
 18,-6.83379,-60.23604,S 6 50 1.64,O 60 14 9.74,Novo Aripuanã,1303304,AM,41452,1336.3,127.4,37507.1,245.8,0.0,1620.2,742.6,99
 19,-1.51628,-61.51599,S 1 30 58.61,O 61 30 57.56,Novo Airão,1303205,AM,38114,123.4,1.6,36192.8,227.2,0.0,211.9,1358.7,99
 20,-4.02487,-58.58633,S 4 1 29.53,O 58 35 10.79,Nova Olinda do Norte,1303106,AM,5625,438.1,3.8,4460.1,14.8,0.0,281.0,431.0,100
 21,-1.08094,-58.44390,S 1 4 51.38,O 58 26 38.04,Nhamundá,1303007,AM,14132,494.6,2.1,11254.6,930.6,0.0,344.4,1107.8,100
 22,-5.24148,-58.19462,S 5 14 29.33,O 58 11 40.63,Maués,1302900,AM,40090,1425.9,20.7,36330.5,166.4,0.0,872.3,1294.9,100
 23,-2.61234,-64.70305,S 2 36 44.42,O 64 42 10.98,Maraã,1302801,AM,17221,122.2,1.1,12730.6,1916.9,0.0,604.6,1846.7,99
 24,-6.78709,-61.11001,S 6 47 13.52,O 61 6 36.04,Manicoré,1302702,AM,48689,2011.0,100.0,41688.4,16.3,0.0,4146.5,826.8,100
 25,-2.57290,-60.37242,S 2 34 22.44,O 60 22 20.71,Manaus,1302603,AM,11473,1261.6,2.1,8590.1,70.5,0.0,3.0,1547.8,100
 26,-3.73889,-60.65552,S 3 44 20.00,O 60 39 19.87,Manaquiri,1302553,AM,4001,500.5,1.0,3107.1,0.0,0.0,106.3,287.1,100
 27,-3.27671,-60.71178,S 3 16 36.16,O 60 42 42.41,Manacapuru,1302504,AM,7381,812.5,2.5,4328.1,11.8,0.0,805.6,1423.0,100
 28,-8.38295,-65.70994,S 8 22 58.62,O 65 42 35.78,Lábrea,1302405,AM,69672,4459.4,283.7,62973.4,0.0,0.0,1793.3,445.9,100
 29,-4.50575,-68.24058,S 4 30 20.70,O 68 14 26.09,Jutaí,1302306,AM,71756,257.5,12.7,70093.6,145.8,0.0,97.6,1161.5,100
 30,-3.37471,-66.45025,S 3 22 28.96,O 66 27 0.90,Juruá,1302207,AM,19849,154.8,0.6,18752.5,66.4,0.0,142.1,733.2,100
 31,-1.38598,-68.79404,S 1 23 9.53,O 68 47 38.54,Japurá,1302108,AM,57555,60.0,0.7,52094.3,3877.9,0.0,2.6,1520.2,99
 32,-2.54458,-58.65656,S 2 32 40.49,O 58 39 23.62,Itapiranga,1302009,AM,4245,141.3,1.2,3743.1,32.6,0.0,155.6,172.4,100
 33,-6.72683,-67.90389,S 6 43 36.59,O 67 54 14.00,Itamarati,1301951,AM,26042,135.0,1.1,25036.4,578.8,0.0,3.3,288.5,100
 34,-3.13511,-58.81276,S 3 8 6.40,O 58 48 45.94,Itacoatiara,1301902,AM,8927,1785.0,15.4,4484.8,162.3,0.0,829.3,1665.6,100
 35,-3.08591,-60.66479,S 3 5 9.28,O 60 39 53.24,Iranduba,1301852,AM,2229,495.1,2.0,1293.6,3.6,0.0,132.9,303.8,99
 36,-7.14334,-71.42004,S 7 8 36.02,O 71 25 12.14,Ipixuna,1301803,AM,12595,242.1,2.8,12216.1,0.0,0.0,66.6,70.2,100
 37,-7.51084,-62.59920,S 7 30 39.02,O 62 35 57.12,Humaitá,1301704,AM,33428,780.5,35.3,27334.8,1412.2,0.0,3116.3,784.2,99
 38,-7.25158,-72.74345,S 7 15 5.69,O 72 44 36.42,Guajará,1301654,AM,7984,501.5,6.1,7267.7,0.7,0.0,206.9,7.2,100
 39,-2.54594,-66.91330,S 2 32 45.38,O 66 54 47.88,Fonte Boa,1301605,AM,12392,105.7,0.7,10489.9,829.8,0.0,154.1,812.5,100
 40,-7.61678,-70.19515,S 7 37 0.41,O 70 11 42.54,Envira,1301506,AM,7793,314.3,13.7,7415.8,0.0,0.0,0.1,62.8,100
 41,-7.04074,-70.12601,S 7 2 26.66,O 70 7 33.64,Eirunepé,1301407,AM,15608,386.3,3.0,14828.6,39.3,0.0,172.1,181.7,100
 42,-3.12907,-63.20401,S 3 7 44.65,O 63 12 14.44,Codajás,1301308,AM,18944,270.2,1.4,16485.0,18.8,0.0,729.2,1440.8,100
 43,-4.03545,-63.53466,S 4 2 7.62,O 63 32 4.78,Coari,1301209,AM,58828,785.5,2.1,54445.2,12.4,0.0,823.1,2761.8,100
 44,-3.30477,-59.55597,S 3 18 17.17,O 59 33 21.49,Careiro da Várzea,1301159,AM,2641,562.8,7.0,729.0,13.4,0.0,707.8,628.0,100
 45,-3.74900,-60.14701,S 3 44 56.40,O 60 8 49.24,Careiro,1301100,AM,6127,1128.8,1.8,4596.9,3.7,0.0,80.7,316.9,100
 46,-5.17242,-67.49476,S 5 10 20.71,O 67 29 41.14,Carauari,1301001,AM,26469,296.7,0.5,25759.7,0.0,0.0,12.7,399.9,100
 47,-7.45596,-63.90278,S 7 27 21.46,O 63 54 10.01,Canutama,1300904,AM,30278,1108.0,28.4,27884.9,0.0,0.0,988.3,296.8,100
 48,-3.05460,-61.93934,S 3 3 16.56,O 61 56 21.62,Caapiranga,1300839,AM,9550,248.4,1.2,8691.6,0.5,0.0,181.9,427.6,100
 49,-5.33176,-59.23777,S 5 19 54.34,O 59 14 15.97,Borba,1300805,AM,44452,551.7,3.5,40642.2,832.9,0.0,586.5,1838.7,100
 50,-8.81858,-68.00168,S 8 49 6.89,O 68 0 6.05,Boca do Acre,1300706,AM,22595,2502.0,91.2,19850.6,60.0,0.0,58.4,124.0,99
 51,-3.15669,-57.90464,S 3 9 24.08,O 57 54 16.70,Boa Vista do Ramos,1300680,AM,2588,209.7,0.9,1119.8,0.0,0.0,852.8,405.7,100
 52,-4.54242,-61.73805,S 4 32 32.71,O 61 44 16.98,Beruri,1300631,AM,17411,224.2,1.7,15710.3,17.6,0.0,886.1,572.8,100
 53,-5.49767,-70.32124,S 5 29 51.61,O 70 19 16.46,Benjamin Constant,1300607,AM,9146,192.6,0.4,7621.7,1126.9,0.0,0.0,204.8,99
 54,-3.13292,-57.23915,S 3 7 58.51,O 57 14 20.94,Barreirinha,1300508,AM,5760,806.5,3.5,3571.9,16.9,0.0,408.6,956.1,99
 55,-0.14071,-63.18572,S 0 8 26.56,O 63 11 8.59,Barcelos,1300409,AM,124163,209.1,1.1,96343.0,6050.9,0.0,17060.1,4499.9,99
 56,-3.83163,-59.45109,S 3 49 53.87,O 59 27 3.92,Autazes,1300300,AM,7636,1330.5,20.2,4811.8,13.5,0.0,464.3,1015.9,99
 57,-5.67098,-71.72825,S 5 40 15.53,O 71 43 41.70,Atalaia do Norte,1300201,AM,80005,244.8,1.3,79265.5,82.3,0.0,16.5,395.9,99
 58,-7.59202,-59.44152,S 7 35 31.27,O 59 26 29.47,Apuí,1300144,AM,54490,2460.2,170.0,51200.6,0.0,0.0,625.0,204.2,99
 59,-4.15477,-62.08065,S 4 9 17.17,O 62 4 50.34,Anori,1300102,AM,5852,83.4,0.2,4692.9,0.4,0.0,640.6,434.7,100
 60,-3.47332,-61.67090,S 3 28 23.95,O 61 40 15.24,Anamã,1300086,AM,2473,201.7,1.0,2017.0,0.7,0.0,34.6,219.0,100
 61,-3.42104,-68.34925,S 3 25 15.74,O 68 20 57.30,Amaturá,1300060,AM,4903,116.7,0.6,4350.2,0.1,0.0,222.4,213.6,100
 62,-3.67425,-65.34586,S 3 40 27.30,O 65 20 45.10,Alvarães,1300029,AM,6027,338.5,4.3,5438.8,84.1,0.0,38.0,127.6,100
